id_parcela,region,variedad,superficie_ha,temp_promedio,humedad_suelo,ph_suelo,horas_sol,riego_mm,fertilizante_kg,densidad_plantas,rendimiento_kg_ha,calidad_cosecha
PARC-00932,Lambayeque,Biloxi,5.85,22.4,38.6,5.33,9.8,728.0,264.0,4052.0,8800.0,Media
PARC-00933,Lambayeque,Biloxi,5.94,22.0,35.7,5.33,10.3,667.0,254.0,3931.0,8842.0,Media
PARC-00934,La Libertad,Rocio,2.13,20.4,54.5,6.98,7.8,533.0,279.0,3943.0,8232.0,Baja
PARC-00935,La Libertad,Biloxi,7.38,20.8,55.6,6.89,9.1,600.0,268.0,3996.0,8227.0,Baja
PARC-00936,Ica,Ventura,9.61,17.9,56.4,5.53,8.9,567.0,208.0,4024.0,8968.0,Media
PARC-00937,La Libertad,Biloxi,11.69,23.3,45.2,,8.0,581.0,223.0,3457.0,8420.0,Baja
PARC-00938,Lambayeque,Emerald,10.92,19.6,58.9,5.73,8.6,547.0,206.0,4490.0,9136.0,Alta
PARC-00939,Lambayeque,Emerald,2.87,22.1,41.2,6.09,7.5,609.0,270.0,4010.0,8637.0,Media
PARC-00940,La Libertad,Ventura,11.81,19.8,64.1,5.75,9.0,541.0,190.0,4036.0,9219.0,Alta
PARC-00941,Lambayeque,Rocio,3.49,20.7,61.0,5.55,8.4,509.0,264.0,4056.0,9153.0,Alta
PARC-00942,Lambayeque,Ventura,2.41,23.4,51.9,6.17,7.1,601.0,253.0,3755.0,8032.0,Baja
PARC-00943,La Libertad,Emerald,9.49,19.4,66.2,5.56,9.3,544.0,190.0,4058.0,9520.0,Alta
PARC-00944,Ica,Ventura,11.06,22.8,38.7,5.73,,684.0,231.0,3764.0,8195.0,Baja
PARC-00945,La Libertad,Emerald,11.5,21.9,42.6,5.59,9.8,681.0,174.0,4234.0,9539.0,Alta
PARC-00946,Lambayeque,Biloxi,10.25,18.9,59.6,5.56,10.0,554.0,130.0,4077.0,9330.0,Alta
PARC-00947,La Libertad,Ventura,4.05,20.1,60.7,6.7,8.7,544.0,262.0,3948.0,8839.0,Media
PARC-00948,La Libertad,Emerald,3.54,22.7,47.5,6.36,8.1,637.0,234.0,3342.0,8603.0,Media
PARC-00949,Lambayeque,Rocio,2.59,21.5,45.1,6.25,7.7,541.0,220.0,3611.0,8568.0,Baja
PARC-00950,Lambayeque,Ventura,7.82,22.2,63.7,5.34,9.3,519.0,159.0,4013.0,8705.0,Media
PARC-00951,La Libertad,Ventura,6.87,23.7,43.8,5.52,9.3,758.0,199.0,3642.0,8004.0,Baja
PARC-00952,Lambayeque,Ventura,3.09,20.1,51.9,,9.0,533.0,212.0,3796.0,9198.0,Alta
PARC-00953,Lambayeque,Ventura,6.65,20.6,54.9,5.83,8.1,504.0,213.0,4516.0,9390.0,Alta
PARC-00954,La Libertad,Rocio,7.67,20.3,62.4,5.5,8.5,529.0,164.0,3780.0,9101.0,Alta
PARC-00955,Lambayeque,Emerald,9.23,21.5,49.9,6.14,7.0,602.0,247.0,3338.0,9017.0,Media
PARC-00956,Lambayeque,Ventura,6.14,22.0,50.0,6.05,6.5,535.0,222.0,3220.0,8015.0,Baja
PARC-00957,Lambayeque,Ventura,5.18,19.0,60.2,7.09,7.9,575.0,297.0,4349.0,7927.0,Baja
PARC-00958,Lambayeque,Emerald,8.66,24.0,39.8,5.95,8.8,722.0,272.0,3807.0,8385.0,Baja
PARC-00959,Lambayeque,Emerald,8.84,22.3,35.0,5.82,9.1,696.0,173.0,4189.0,8788.0,Media
PARC-00960,Ica,Ventura,4.7,23.4,39.9,5.37,10.3,685.0,177.0,3359.0,8260.0,Baja
PARC-00961,Ica,Rocio,2.2,22.0,33.7,5.48,9.9,684.0,221.0,3619.0,8822.0,Media
PARC-00962,La Libertad,Ventura,11.46,22.6,48.3,5.53,9.7,634.0,256.0,3681.0,7962.0,Baja
PARC-00963,La Libertad,Ventura,9.55,20.3,55.2,5.56,8.3,562.0,185.0,4452.0,8952.0,Media
PARC-00964,Ica,Biloxi,4.01,20.3,65.3,5.35,9.0,509.0,188.0,4034.0,9608.0,Alta
PARC-00965,Ica,Ventura,7.66,21.9,55.2,5.92,7.3,690.0,247.0,3458.0,8686.0,Media
PARC-00966,La Libertad,Rocio,7.95,23.3,39.5,5.72,9.8,681.0,243.0,3610.0,8367.0,Baja
PARC-00967,La Libertad,Rocio,3.26,22.1,49.8,6.54,7.1,568.0,194.0,3576.0,7690.0,Baja
PARC-00968,La Libertad,Ventura,3.92,19.4,54.8,5.22,7.8,506.0,219.0,3700.0,8683.0,Media
PARC-00969,Ica,Biloxi,11.57,23.1,38.3,5.67,9.3,702.0,178.0,3862.0,8932.0,Media
PARC-00970,Ica,Emerald,7.08,18.9,67.7,5.37,9.2,577.0,220.0,3719.0,9401.0,Alta
PARC-00971,Ica,Emerald,3.91,19.8,53.0,5.99,8.2,506.0,169.0,3726.0,8750.0,Media
PARC-00972,La Libertad,Rocio,9.98,21.1,70.4,5.4,,456.0,193.0,4021.0,8972.0,Media
PARC-00973,Ica,Emerald,6.71,19.5,61.0,5.58,9.2,537.0,167.0,4266.0,9297.0,Alta
PARC-00974,La Libertad,Biloxi,8.38,21.1,46.0,6.02,8.0,579.0,247.0,3149.0,8655.0,Media
PARC-00975,La Libertad,Rocio,4.98,20.0,63.8,5.66,8.3,490.0,177.0,3836.0,8652.0,Media
PARC-00976,La Libertad,Emerald,2.58,20.2,53.9,6.92,8.9,564.0,260.0,3929.0,8345.0,Baja
PARC-00977,Lambayeque,Rocio,3.65,22.5,37.7,5.59,9.6,674.0,206.0,3549.0,9005.0,Media
PARC-00978,Lambayeque,Biloxi,11.73,24.4,44.6,5.65,,617.0,133.0,3700.0,8166.0,Baja
PARC-00979,La Libertad,Ventura,8.24,21.4,,5.64,10.0,652.0,222.0,3804.0,9433.0,Alta
PARC-00980,La Libertad,Ventura,10.31,20.6,61.5,5.72,9.2,559.0,236.0,4217.0,8814.0,Media
PARC-00981,Ica,Ventura,2.22,22.3,42.8,6.11,8.5,639.0,231.0,4350.0,8717.0,Media
PARC-00982,La Libertad,Rocio,9.65,21.5,53.0,5.89,7.3,543.0,243.0,3564.0,8894.0,Media
PARC-00983,La Libertad,Biloxi,6.85,20.8,60.0,6.94,8.9,631.0,246.0,4520.0,8303.0,Baja
PARC-00984,La Libertad,Biloxi,8.65,22.8,,5.88,9.4,775.0,186.0,3986.0,8612.0,Media
PARC-00985,La Libertad,Biloxi,5.58,20.1,66.4,5.52,8.8,515.0,221.0,4409.0,9093.0,Alta
PARC-00986,La Libertad,Rocio,8.21,22.0,52.7,6.09,7.6,634.0,191.0,3363.0,7885.0,Baja
PARC-00987,Lambayeque,Biloxi,2.36,20.0,65.6,5.11,9.0,548.0,178.0,4696.0,9580.0,Alta
PARC-00988,La Libertad,Emerald,2.46,19.9,58.2,,8.0,518.0,229.0,3943.0,9351.0,Alta
PARC-00989,La Libertad,Biloxi,9.99,19.3,65.6,5.77,9.3,531.0,193.0,3899.0,8811.0,Media
PARC-00990,Ica,Ventura,3.24,19.9,62.8,,8.6,630.0,279.0,3981.0,8212.0,Baja
PARC-00991,La Libertad,Emerald,2.14,20.2,62.9,7.08,8.2,554.0,271.0,4073.0,7999.0,Baja
PARC-00992,Lambayeque,Biloxi,11.12,22.4,59.0,6.89,9.4,545.0,295.0,3783.0,7951.0,Baja
PARC-00993,La Libertad,Biloxi,4.66,20.1,62.5,7.21,8.4,523.0,282.0,4044.0,7722.0,Baja
PARC-00994,Ica,Emerald,7.82,19.2,55.5,5.38,8.5,484.0,207.0,4159.0,9384.0,Alta
PARC-00995,La Libertad,Biloxi,10.39,22.2,50.7,6.48,7.3,587.0,209.0,3632.0,8161.0,Baja
PARC-00996,Lambayeque,Ventura,9.46,22.5,38.6,5.73,9.3,588.0,118.0,4118.0,8503.0,Baja
PARC-00997,Lambayeque,Emerald,2.47,20.3,61.8,6.79,7.8,505.0,265.0,3734.0,8825.0,Media
PARC-00998,Lambayeque,Biloxi,7.61,21.4,57.1,5.56,9.2,539.0,222.0,4294.0,9136.0,Alta
PARC-00999,Ica,Biloxi,7.42,22.0,46.8,6.18,7.7,576.0,212.0,3658.0,8679.0,Media
PARC-01000,La Libertad,Ventura,5.5,20.3,58.9,5.43,8.3,516.0,181.0,3819.0,9475.0,Alta
PARC-01001,La Libertad,Emerald,9.54,20.4,65.1,5.32,9.1,507.0,191.0,3927.0,9090.0,Alta
PARC-01002,Ica,Biloxi,11.64,23.5,48.1,5.6,8.8,682.0,210.0,3548.0,8280.0,Baja
PARC-01003,Ica,Ventura,3.47,20.5,57.1,5.7,8.9,523.0,162.0,4163.0,9361.0,Alta
PARC-01004,La Libertad,Rocio,3.45,20.7,61.2,5.95,9.7,537.0,190.0,4217.0,8773.0,Media
PARC-01005,Lambayeque,Ventura,9.35,20.3,52.0,7.23,9.9,516.0,273.0,3960.0,8069.0,Baja
PARC-01006,Lambayeque,Ventura,6.54,23.8,49.6,5.7,9.5,646.0,256.0,3819.0,8054.0,Baja
PARC-01007,Lambayeque,Emerald,9.95,19.8,45.4,5.97,8.0,581.0,218.0,3538.0,9372.0,Alta
PARC-01008,Ica,Ventura,3.41,19.3,65.0,5.57,9.1,579.0,252.0,4143.0,9443.0,Alta
PARC-01009,Ica,Ventura,2.4,20.3,65.8,6.81,8.7,520.0,299.0,3384.0,8633.0,Media
PARC-01010,La Libertad,Rocio,8.98,22.3,42.1,5.48,9.6,639.0,243.0,3774.0,8458.0,Baja
PARC-01011,Lambayeque,Biloxi,11.95,20.1,57.8,6.77,9.2,610.0,223.0,4723.0,8573.0,Baja
PARC-01012,La Libertad,Emerald,2.95,23.4,39.1,,8.9,732.0,184.0,3678.0,8072.0,Baja
PARC-01013,La Libertad,Ventura,10.64,22.5,40.5,5.26,9.4,733.0,199.0,3744.0,8809.0,Media
PARC-01014,Ica,Rocio,5.85,21.7,46.3,6.22,7.2,582.0,205.0,3262.0,8034.0,Baja
PARC-01015,Lambayeque,Emerald,2.17,19.9,66.5,5.69,8.8,550.0,206.0,4190.0,8811.0,Media
PARC-01016,La Libertad,Rocio,7.1,18.9,53.4,5.32,8.5,523.0,219.0,4058.0,9530.0,Alta
PARC-01017,Lambayeque,Biloxi,4.79,19.4,63.5,6.93,8.5,543.0,264.0,4252.0,8444.0,Baja
PARC-01018,La Libertad,Biloxi,8.93,22.2,49.3,5.91,7.8,632.0,264.0,3625.0,8678.0,Media
PARC-01019,La Libertad,Rocio,4.88,20.2,54.7,5.41,9.3,575.0,178.0,4140.0,9044.0,Media
PARC-01020,Lambayeque,Ventura,6.82,22.6,39.5,5.39,9.5,742.0,178.0,3706.0,8473.0,Baja
PARC-01021,Lambayeque,Rocio,4.01,22.7,120.6,6.14,6.9,536.0,288.0,3992.0,8546.0,Baja
PARC-01022,Lambayeque,Emerald,10.28,19.8,57.0,6.75,8.2,526.0,231.0,4095.0,8456.0,Baja
PARC-01023,La Libertad,Ventura,11.25,21.5,44.9,6.14,8.0,546.0,176.0,4092.0,9350.0,Alta
PARC-01024,Lambayeque,Biloxi,6.03,21.4,44.0,5.58,9.1,704.0,174.0,3542.0,9081.0,Alta
PARC-01025,La Libertad,Biloxi,6.49,20.8,58.5,7.29,7.7,580.0,265.0,4404.0,7752.0,Baja
PARC-01026,Ica,Emerald,11.83,21.8,59.9,5.36,8.9,554.0,195.0,4092.0,8673.0,Media
PARC-01027,La Libertad,Biloxi,3.42,22.4,50.0,6.16,7.6,536.0,210.0,3576.0,8485.0,Baja
PARC-01028,Ica,Biloxi,10.09,21.3,35.4,5.87,9.1,720.0,185.0,3990.0,9120.0,Alta
PARC-01029,La Libertad,Biloxi,7.67,21.1,57.3,6.93,8.4,586.0,209.0,4394.0,8158.0,Baja
PARC-01030,La Libertad,Rocio,10.81,21.7,40.2,5.61,10.7,726.0,192.0,3971.0,9015.0,Media
PARC-01031,La Libertad,Emerald,4.92,24.2,33.0,5.43,9.4,682.0,200.0,3474.0,8117.0,Baja
PARC-01032,Lambayeque,Emerald,4.96,20.5,55.9,6.85,8.7,614.0,362.0,4505.0,8905.0,Media
PARC-01033,Ica,Emerald,5.26,23.6,33.9,5.56,10.0,699.0,181.0,3463.0,8427.0,Baja
PARC-01034,Lambayeque,Emerald,2.17,20.4,46.7,6.13,7.2,577.0,205.0,3094.0,9331.0,Alta
PARC-01035,La Libertad,Ventura,3.7,22.3,36.7,5.64,8.8,734.0,213.0,3847.0,9039.0,Media
PARC-01036,La Libertad,Ventura,11.95,20.0,60.7,7.03,8.3,507.0,263.0,4402.0,8542.0,Baja
PARC-01037,Lambayeque,Emerald,4.49,18.8,55.9,5.47,8.9,526.0,195.0,4115.0,9026.0,Media
PARC-01038,La Libertad,Rocio,2.2,23.7,38.1,5.45,9.2,692.0,207.0,3592.0,8270.0,Baja
PARC-01039,Ica,Rocio,4.79,20.9,37.6,5.67,9.6,750.0,269.0,3990.0,9158.0,Alta
PARC-01040,La Libertad,Emerald,6.08,20.7,59.6,,8.7,574.0,211.0,4316.0,9427.0,Alta
PARC-01041,Lambayeque,Rocio,7.48,20.6,62.5,5.48,9.1,595.0,180.0,3943.0,9535.0,Alta
PARC-01042,Ica,Rocio,2.69,19.2,54.9,7.01,8.8,619.0,223.0,4788.0,8256.0,Baja
PARC-01043,La Libertad,Emerald,9.9,19.3,49.3,6.89,8.2,558.0,263.0,4151.0,8599.0,Media
PARC-01044,La Libertad,Rocio,10.26,19.8,59.9,6.84,9.4,552.0,236.0,3778.0,8367.0,Baja
PARC-01045,Ica,Biloxi,4.13,20.1,61.8,5.34,9.0,546.0,134.0,4045.0,9564.0,Alta
PARC-01046,La Libertad,Biloxi,9.98,19.9,59.3,5.78,8.4,515.0,122.0,3980.0,9548.0,Alta
PARC-01047,Lambayeque,Ventura,5.61,19.7,57.8,5.72,9.4,553.0,189.0,4357.0,9514.0,Alta
PARC-01048,Ica,Biloxi,6.23,20.4,52.5,6.63,9.1,485.0,307.0,4240.0,8759.0,Media
PARC-01049,La Libertad,Ventura,11.36,22.3,46.7,5.92,7.4,588.0,221.0,3011.0,8943.0,Media
PARC-01050,Ica,Biloxi,10.92,20.0,56.5,5.16,8.8,582.0,268.0,4115.0,8974.0,Media
PARC-01051,La Libertad,Rocio,5.75,20.5,53.6,7.05,8.8,531.0,271.0,3779.0,8248.0,Baja
PARC-01052,Lambayeque,Emerald,6.88,19.4,54.9,5.61,,573.0,225.0,4209.0,9308.0,Alta
PARC-01053,La Libertad,Biloxi,4.87,19.8,62.4,5.53,8.6,628.0,189.0,4294.0,8887.0,Media
PARC-01054,Lambayeque,Emerald,7.15,18.1,65.5,5.79,9.0,573.0,217.0,3939.0,9146.0,Alta
PARC-01055,La Libertad,Emerald,8.82,20.4,56.5,5.38,9.6,591.0,179.0,3917.0,8950.0,Media
PARC-01056,La Libertad,Ventura,2.93,19.2,53.2,6.97,8.8,604.0,237.0,4344.0,8141.0,Baja
PARC-01057,La Libertad,Rocio,11.2,22.7,42.7,6.21,7.0,584.0,270.0,3683.0,8402.0,Baja
PARC-01058,La Libertad,Rocio,9.19,19.5,63.2,5.3,9.2,581.0,197.0,4353.0,9066.0,Alta
PARC-01059,Lambayeque,Rocio,2.97,23.6,43.3,5.94,10.5,740.0,231.0,3749.0,8384.0,Baja
PARC-01060,La Libertad,Biloxi,10.69,20.4,53.9,6.98,8.8,534.0,266.0,4168.0,8314.0,Baja
PARC-01061,La Libertad,Ventura,9.44,23.1,49.4,6.28,6.5,587.0,228.0,3856.0,7943.0,Baja
PARC-01062,La Libertad,Rocio,5.13,20.4,56.2,6.64,8.8,526.0,234.0,4140.0,8876.0,Media
PARC-01063,La Libertad,Ventura,7.21,19.8,59.1,5.3,9.5,518.0,210.0,4082.0,9098.0,Alta
PARC-01064,La Libertad,Ventura,10.6,21.1,58.8,6.79,8.5,587.0,193.0,4399.0,9137.0,Alta
PARC-01065,La Libertad,Ventura,11.68,19.2,57.4,5.78,9.1,508.0,209.0,4063.0,9202.0,Alta
PARC-01066,Lambayeque,Ventura,4.81,21.8,49.1,6.25,8.0,594.0,260.0,3124.0,8401.0,Baja
PARC-01067,Lambayeque,Emerald,8.51,22.5,38.5,5.72,9.1,692.0,139.0,4231.0,8519.0,Baja
PARC-01068,Lambayeque,Biloxi,10.6,19.0,51.9,6.8,9.9,630.0,286.0,4289.0,8869.0,Media
PARC-01069,La Libertad,Rocio,11.88,22.8,107.7,5.42,9.7,473.0,203.0,4599.0,8701.0,Media
PARC-01070,Ica,Emerald,2.71,22.3,42.0,5.89,9.7,761.0,173.0,4399.0,8449.0,Baja
PARC-01071,Lambayeque,Biloxi,7.04,20.9,38.2,6.36,7.8,638.0,215.0,3409.0,9047.0,Media
PARC-01072,Lambayeque,Rocio,10.74,19.0,58.7,6.79,8.4,567.0,251.0,4417.0,8336.0,Baja
PARC-01073,La Libertad,Emerald,2.03,23.4,,5.89,8.9,688.0,253.0,3333.0,8591.0,Media
PARC-01074,La Libertad,Ventura,6.37,22.1,54.2,6.54,7.8,614.0,275.0,3486.0,8717.0,Media
PARC-01075,La Libertad,Ventura,7.84,21.9,,6.0,7.3,553.0,266.0,3686.0,8899.0,Media
PARC-01076,La Libertad,Emerald,7.26,19.9,52.5,5.42,9.8,566.0,175.0,3929.0,10058.0,Alta
PARC-01077,Lambayeque,Biloxi,9.33,22.9,42.3,5.99,8.7,768.0,193.0,3688.0,8012.0,Baja
PARC-01078,La Libertad,Emerald,2.66,21.5,35.3,5.68,8.9,731.0,190.0,3497.0,8819.0,Media
PARC-01079,La Libertad,Emerald,9.85,19.0,58.3,6.72,8.6,573.0,231.0,4241.0,8462.0,Baja
PARC-01080,La Libertad,Ventura,4.83,19.6,61.6,5.77,9.5,569.0,160.0,3768.0,9980.0,Alta
PARC-01081,La Libertad,Ventura,10.24,20.4,,5.45,9.2,502.0,169.0,4076.0,9838.0,Alta
PARC-01082,La Libertad,Emerald,6.19,23.3,41.0,6.58,6.6,550.0,216.0,3877.0,8197.0,Baja
PARC-01083,La Libertad,Emerald,2.43,22.4,47.0,6.04,6.7,648.0,259.0,3888.0,8375.0,Baja
PARC-01084,Lambayeque,Ventura,11.64,22.5,36.6,5.95,7.6,584.0,218.0,3274.0,8430.0,Baja
PARC-01085,La Libertad,Rocio,9.81,23.0,50.0,6.3,7.1,607.0,195.0,3518.0,8025.0,Baja
PARC-01086,Lambayeque,Rocio,5.48,20.3,55.2,6.81,8.7,528.0,265.0,4130.0,8279.0,Baja
PARC-01087,Ica,Ventura,4.7,20.0,64.8,6.98,8.6,566.0,234.0,4091.0,8740.0,Media
PARC-01088,Ica,Emerald,7.89,20.2,52.6,6.98,8.5,545.0,248.0,4940.0,8211.0,Baja
PARC-01089,Lambayeque,Rocio,11.87,22.1,41.4,5.54,9.5,729.0,242.0,3722.0,8959.0,Media
PARC-01090,La Libertad,Biloxi,4.9,21.7,40.3,5.69,8.7,663.0,188.0,3748.0,9267.0,Alta
PARC-01091,Lambayeque,Emerald,11.48,20.4,64.6,5.62,9.0,519.0,168.0,3972.0,8792.0,Media
PARC-01092,Ica,Rocio,5.3,20.0,49.1,6.58,9.2,616.0,245.0,4520.0,8790.0,Media
PARC-01093,La Libertad,Biloxi,9.04,20.3,61.4,5.08,8.6,601.0,202.0,3746.0,8875.0,Media
PARC-01094,La Libertad,Ventura,5.82,21.9,59.9,5.58,9.2,535.0,178.0,4630.0,8992.0,Media
PARC-01095,Lambayeque,Rocio,2.85,21.9,43.0,5.28,8.7,686.0,205.0,3436.0,8802.0,Media
PARC-01096,La Libertad,Rocio,11.36,22.0,38.3,5.52,9.6,672.0,254.0,3922.0,8814.0,Media
PARC-01097,Lambayeque,Rocio,3.64,20.8,63.5,5.62,8.5,604.0,175.0,4171.0,9295.0,Alta
PARC-01098,La Libertad,Emerald,11.45,20.2,41.3,6.14,8.6,524.0,198.0,3604.0,9124.0,Alta
PARC-01099,La Libertad,Biloxi,3.03,23.6,48.9,6.34,7.2,579.0,237.0,3385.0,7881.0,Baja
PARC-01100,Lambayeque,Biloxi,4.67,18.7,51.2,5.56,8.6,466.0,216.0,4630.0,9257.0,Alta
PARC-01101,Lambayeque,Rocio,11.21,21.1,58.9,5.5,9.5,597.0,190.0,4109.0,8997.0,Media
PARC-01102,Lambayeque,Emerald,8.59,20.2,62.4,5.47,8.9,608.0,236.0,4219.0,9509.0,Alta
PARC-01103,Ica,Biloxi,3.89,21.1,57.2,6.85,8.9,597.0,277.0,4031.0,8342.0,Baja
PARC-01104,Ica,Biloxi,7.92,22.8,41.1,6.38,7.4,591.0,186.0,3305.0,8136.0,Baja
PARC-01105,La Libertad,Biloxi,3.8,21.4,58.3,5.82,9.3,687.0,164.0,3928.0,8914.0,Media
PARC-01106,Ica,Rocio,10.74,20.4,66.5,6.95,9.3,583.0,273.0,4227.0,8288.0,Baja
PARC-01107,La Libertad,Rocio,2.5,20.3,61.7,5.89,8.7,588.0,235.0,4276.0,9779.0,Alta
PARC-01108,La Libertad,Rocio,7.3,21.9,40.4,5.62,10.1,675.0,233.0,3810.0,9062.0,Alta
PARC-01109,Ica,Biloxi,2.63,23.2,47.1,6.26,6.9,599.0,194.0,3575.0,7859.0,Baja
PARC-01110,La Libertad,Emerald,8.95,19.2,66.1,5.75,9.3,559.0,207.0,4080.0,9528.0,Alta
PARC-01111,Ica,Rocio,11.36,20.5,60.1,5.33,8.5,518.0,207.0,4093.0,9114.0,Alta
PARC-01112,La Libertad,Emerald,10.31,23.7,45.6,5.64,9.4,721.0,205.0,4220.0,8420.0,Baja
PARC-01113,La Libertad,Rocio,5.72,21.2,61.1,6.95,8.4,576.0,263.0,4123.0,8048.0,Baja
PARC-01114,La Libertad,Emerald,4.37,22.5,49.4,6.02,7.2,623.0,229.0,3478.0,9008.0,Media
PARC-01115,Lambayeque,Biloxi,3.21,23.7,43.9,6.42,6.8,628.0,256.0,3422.0,7615.0,Baja
PARC-01116,Ica,Ventura,10.74,20.2,62.2,5.37,9.8,539.0,187.0,4221.0,9769.0,Alta
PARC-01117,La Libertad,Ventura,2.81,18.5,56.6,5.7,8.1,597.0,245.0,4008.0,8772.0,Media
PARC-01118,La Libertad,Biloxi,8.29,22.6,,7.09,8.4,566.0,342.0,3959.0,7538.0,Baja
PARC-01119,La Libertad,Emerald,5.67,20.2,64.8,,9.5,522.0,186.0,3900.0,9745.0,Alta
PARC-01120,La Libertad,Rocio,11.96,21.2,39.5,6.08,7.7,555.0,238.0,3181.0,8974.0,Media
PARC-01121,Lambayeque,Biloxi,7.09,19.9,57.9,6.73,9.3,538.0,285.0,3868.0,9329.0,Alta
PARC-01122,Lambayeque,Ventura,7.49,20.3,65.0,5.46,8.3,505.0,212.0,4561.0,9179.0,Alta
PARC-01123,La Libertad,Emerald,11.18,22.0,43.1,6.18,7.1,550.0,215.0,3316.0,8740.0,Media
PARC-01124,La Libertad,Ventura,11.7,20.3,58.3,5.65,8.9,534.0,171.0,4452.0,9862.0,Alta
PARC-01125,Lambayeque,Biloxi,7.84,22.6,38.3,5.51,8.9,723.0,185.0,4075.0,8333.0,Baja
PARC-01126,La Libertad,Biloxi,9.96,21.5,40.5,5.83,8.4,785.0,197.0,3835.0,8534.0,Baja
PARC-01127,La Libertad,Biloxi,8.35,23.0,43.1,5.65,10.0,722.0,263.0,3931.0,8469.0,Baja
PARC-01128,Lambayeque,Rocio,6.27,19.1,57.0,6.59,9.6,496.0,234.0,4303.0,8997.0,Media
PARC-01129,La Libertad,Ventura,2.57,20.0,51.5,7.31,8.3,552.0,259.0,4378.0,7297.0,Baja
PARC-01130,La Libertad,Rocio,9.18,21.1,52.7,6.13,6.3,574.0,262.0,3360.0,9043.0,Media
PARC-01131,La Libertad,Emerald,9.0,23.4,,6.3,7.9,619.0,194.0,3314.0,8270.0,Baja
PARC-01132,Lambayeque,Ventura,3.17,24.1,43.9,5.24,10.9,676.0,255.0,3807.0,8796.0,Media
PARC-01133,La Libertad,Rocio,4.3,18.0,63.4,5.41,8.8,621.0,179.0,3930.0,9318.0,Alta
PARC-01134,Ica,Ventura,9.32,20.9,54.4,6.83,8.7,591.0,230.0,4705.0,8539.0,Baja
PARC-01135,La Libertad,Biloxi,3.5,23.1,44.5,6.4,7.2,606.0,193.0,3398.0,8523.0,Baja
PARC-01136,La Libertad,Rocio,8.91,19.9,61.8,5.41,8.2,514.0,238.0,4119.0,9423.0,Alta
PARC-01137,Lambayeque,Emerald,9.18,23.3,117.5,5.73,9.4,766.0,223.0,4034.0,8327.0,Baja
PARC-01138,La Libertad,Ventura,5.53,20.8,39.6,5.68,9.6,740.0,199.0,3812.0,8896.0,Media
PARC-01139,La Libertad,Emerald,4.58,20.4,58.9,5.37,,542.0,187.0,4374.0,9181.0,Alta
PARC-01140,La Libertad,Rocio,5.73,19.9,58.0,6.67,8.1,523.0,236.0,4096.0,8635.0,Media
PARC-01141,Lambayeque,Ventura,5.59,23.4,30.2,5.72,9.3,662.0,220.0,4107.0,8451.0,Baja
PARC-01142,La Libertad,Rocio,8.07,19.7,61.0,6.74,8.3,543.0,295.0,4254.0,7935.0,Baja
PARC-01143,Ica,Rocio,9.44,21.5,49.0,6.22,7.6,579.0,207.0,3596.0,8750.0,Media
PARC-01144,La Libertad,Rocio,10.62,21.4,52.6,6.18,7.2,619.0,233.0,3135.0,8861.0,Media
PARC-01145,La Libertad,Biloxi,2.3,23.3,39.4,5.78,10.0,696.0,189.0,3641.0,8669.0,Media
PARC-01146,La Libertad,Biloxi,9.27,19.4,57.4,5.5,9.0,561.0,263.0,4184.0,9777.0,Alta
PARC-01147,La Libertad,Biloxi,5.14,20.4,51.8,6.67,8.1,615.0,281.0,3985.0,8669.0,Media
PARC-01148,Ica,Emerald,10.39,21.4,52.5,6.22,6.5,615.0,218.0,3331.0,8517.0,Baja
PARC-01149,La Libertad,Ventura,2.76,23.2,39.8,5.39,8.6,735.0,194.0,3883.0,7983.0,Baja
PARC-01150,Ica,Rocio,7.51,21.3,52.3,5.81,7.0,605.0,282.0,3688.0,9223.0,Alta
PARC-01151,La Libertad,Biloxi,7.49,18.1,61.4,5.51,9.0,560.0,199.0,4087.0,8803.0,Media
PARC-01152,Lambayeque,Ventura,5.27,21.5,54.6,5.93,7.5,620.0,209.0,3724.0,9231.0,Alta
PARC-01153,La Libertad,Ventura,11.7,20.5,57.7,5.31,10.6,520.0,203.0,3726.0,9794.0,Alta
PARC-01154,Lambayeque,Rocio,3.07,20.1,56.0,5.41,9.5,570.0,217.0,3657.0,8873.0,Media
PARC-01155,La Libertad,Biloxi,3.36,23.5,34.4,5.59,9.4,716.0,247.0,3468.0,8577.0,Media
PARC-01156,Lambayeque,Ventura,8.44,21.5,54.9,5.81,9.5,574.0,174.0,4138.0,9531.0,Alta
PARC-01157,Ica,Rocio,7.14,19.6,60.1,5.45,7.9,597.0,198.0,3979.0,9551.0,Alta
PARC-01158,Lambayeque,Rocio,4.64,19.6,61.5,5.32,7.8,567.0,216.0,4050.0,8588.0,Media
PARC-01159,La Libertad,Rocio,5.04,23.0,44.4,5.56,9.4,718.0,220.0,3946.0,8430.0,Baja
PARC-01160,Lambayeque,Emerald,3.57,20.0,54.5,6.72,9.0,548.0,327.0,4513.0,8249.0,Baja
PARC-01161,La Libertad,Biloxi,10.68,19.1,60.4,5.21,8.5,518.0,225.0,4009.0,9346.0,Alta
PARC-01162,La Libertad,Biloxi,7.7,21.5,60.9,6.82,9.1,545.0,314.0,4301.0,8502.0,Baja
PARC-01163,La Libertad,Ventura,4.45,21.8,51.0,5.83,7.6,583.0,269.0,3539.0,8124.0,Baja
PARC-01164,Ica,Ventura,5.93,19.6,68.4,5.57,9.2,534.0,182.0,3553.0,9204.0,Alta
